id,t,lwage,exp,exp2,wks,ed
348,7,8.02027,33,1089,25,16
349,1,6.13988,3,9,51,12
349,2,6.56667,4,16,49,12
349,3,6.65157,5,25,50,12
349,4,6.83303,6,36,50,12
349,5,6.97167,7,49,49,12
349,6,7.07834,8,64,48,12
349,7,7.19669,9,81,49,12
350,1,6.55108,37,1369,40,11
350,2,6.68711,38,1444,38,11
350,3,6.75227,39,1521,46,11
350,4,6.81344,40,1600,46,11
350,5,6.96035,41,1681,46,11
350,6,7.02019,42,1764,44,11
350,7,7.08171,43,1849,43,11
351,1,5.92693,23,529,49,8
351,2,5.99146,24,576,49,8
351,3,6.57368,25,625,48,8
351,4,6.66568,26,676,51,8
351,5,6.69703,27,729,47,8
351,6,6.82002,28,784,44,8
351,7,6.94505,29,841,50,8
352,1,6.43775,5,25,50,14
352,2,6.57368,6,36,49,14
352,3,6.65286,7,49,49,14
352,4,6.82655,8,64,48,14
352,5,6.90776,9,81,49,14
352,6,7.03615,10,100,48,14
352,7,7.04229,11,121,48,14
353,1,6.90575,30,900,47,17
353,2,6.90575,31,961,48,17
353,3,8.16052,32,1024,45,17
353,4,8.00637,33,1089,47,17
353,5,8.05516,34,1156,47,17
353,6,7.94591,35,1225,47,17
353,7,7.9831,36,1296,47,17
354,1,6.50429,21,441,49,12
354,2,6.55108,22,484,47,12
354,3,6.64509,23,529,48,12
354,4,6.64639,24,576,49,12
354,5,6.90776,25,625,49,12
354,6,7.01392,26,676,46,12
354,7,7.09008,27,729,49,12
355,1,5.76832,7,49,47,12
355,2,5.8999,8,64,50,12
355,3,6.608,9,81,50,12
355,4,6.84588,10,100,51,12
355,5,6.08677,11,121,49,12
355,6,6.30992,12,144,51,12
355,7,6.30992,13,169,51,12
356,1,6.39024,4,16,50,12
356,2,6.49072,5,25,50,12
356,3,6.61874,6,36,50,12
356,4,6.80572,7,49,50,12
356,5,6.90375,8,64,50,12
356,6,6.98101,9,81,51,12
356,7,7.06219,10,100,50,12
357,1,6.34564,16,256,44,12
357,2,6.51471,17,289,49,12
357,3,6.57925,18,324,46,12
357,4,6.63332,19,361,48,12
357,5,6.80239,20,400,48,12
357,6,6.88755,21,441,48,12
357,7,7.0076,22,484,48,12
358,1,6.49072,16,256,40,16
358,2,6.51471,17,289,36,16
358,3,6.55108,18,324,39,16
358,4,6.70808,19,361,35,16
358,5,6.82002,20,400,38,16
358,6,6.4599,21,441,37,16
358,7,6.99118,22,484,36,16
359,1,5.98141,36,1296,48,10
359,2,5.98141,37,1369,49,10
359,3,6.10925,38,1444,40,10
359,4,6.21461,39,1521,48,10
359,5,6.25767,40,1600,49,10
359,6,6.32436,41,1681,39,10
359,7,6.43294,42,1764,48,10
360,1,6.90575,28,784,48,12
360,2,6.90575,29,841,48,12
360,3,7.24423,30,900,49,12
360,4,6.95655,31,961,48,12
360,5,7.00307,32,1024,47,12
360,6,7.17319,33,1089,46,12
360,7,7.1309,34,1156,48,12
361,1,5.4161,5,25,49,17
361,2,5.48064,6,36,52,17
361,3,6.21461,7,49,20,17
361,4,6.25383,8,64,50,17
361,5,6.34388,9,81,49,17
361,6,7.17012,10,100,48,17
361,7,7.21671,11,121,51,17
362,1,6.58617,20,400,52,10
362,2,6.66185,21,441,52,10
362,3,6.81344,22,484,51,10
362,4,6.86171,23,529,51,10
362,5,7.06902,24,576,52,10
362,6,7.0775,25,625,52,10
362,7,7.1107,26,676,51,10
363,1,6.12249,15,225,49,12
363,2,6.16542,16,256,49,12
363,3,6.21661,17,289,49,12
363,4,6.56526,18,324,42,12
363,5,6.62007,19,361,34,12
363,6,6.69332,20,400,47,12
363,7,6.80239,21,441,47,12
364,1,6.43775,20,400,49,13
364,2,6.39693,21,441,47,13
364,3,6.4708,22,484,48,13
364,4,6.74524,23,529,47,13
364,5,6.77422,24,576,48,13
364,6,6.7901,25,625,47,13
364,7,6.7901,26,676,47,13
365,1,6.90575,32,1024,48,17
365,2,6.90575,33,1089,49,17
365,3,5.01728,34,1156,49,17
365,4,7.37776,35,1225,50,17
365,5,7.46737,36,1296,48,17
365,6,7.37776,37,1369,47,17
365,7,7.33106,38,1444,49,17
366,1,6.62007,12,144,47,12
366,2,6.55108,13,169,50,12
366,3,6.55108,14,196,51,12
366,4,5.87212,15,225,46,12
366,5,6.9256,16,256,52,12
366,6,6.76504,17,289,51,12
366,7,6.68211,18,324,50,12
367,1,6.51471,25,625,50,9
367,2,6.76273,26,676,42,9
367,3,6.93731,27,729,49,9
367,4,6.82979,28,784,48,9
367,5,6.88244,29,841,38,9
367,6,6.98008,30,900,50,9
367,7,7.09008,31,961,49,9
368,1,6.4677,9,81,49,16
368,2,6.62007,10,100,49,16
368,3,6.76849,11,121,49,16
368,4,6.99577,12,144,47,16
368,5,7.13648,13,169,49,16
368,6,7.37776,14,196,48,16
368,7,7.54961,15,225,48,16
369,1,6.29711,2,4,50,14
369,2,6.49224,3,9,50,14
369,3,6.74524,4,16,50,14
369,4,6.88244,5,25,49,14
369,5,6.95655,6,36,50,14
369,6,7.04752,7,49,49,14
369,7,7.1309,8,64,48,14
370,1,6.60259,9,81,49,12
370,2,6.62407,10,100,49,12
370,3,6.71538,11,121,49,12
370,4,6.84268,12,144,49,12
370,5,7.02554,13,169,47,12
370,6,7.2233,14,196,48,12
370,7,7.09008,15,225,47,12
371,1,6.56526,31,961,46,10
371,2,6.65929,32,1024,47,10
371,3,6.78784,33,1089,47,10
371,4,6.85435,34,1156,47,10
371,5,6.96602,35,1225,47,10
371,6,7.15383,36,1296,47,10
371,7,7.10906,37,1369,47,10
372,1,6.52209,9,81,49,16
372,2,6.58617,10,100,49,16
372,3,6.65286,11,121,47,16
372,4,6.65286,12,144,48,16
372,5,6.77765,13,169,48,16
372,6,6.80239,14,196,47,16
372,7,6.93049,15,225,48,16
373,1,6.05678,16,256,47,11
373,2,6.23441,17,289,50,11
373,3,6.39693,18,324,50,11
373,4,6.39859,19,361,50,11
373,5,6.39693,20,400,50,11
373,6,6.39693,21,441,49,11
373,7,6.47697,22,484,47,11
374,1,5.76832,13,169,50,9
374,2,5.85793,14,196,50,9
374,3,6.03787,15,225,49,9
374,4,6.10702,16,256,50,9
374,5,6.17379,17,289,50,9
374,6,6.23245,18,324,50,9
374,7,6.2672,19,361,49,9
375,1,5.68358,20,400,46,11
375,2,5.73334,21,441,45,11
375,3,5.8861,22,484,41,11
375,4,5.94542,23,529,40,11
375,5,6.01372,24,576,38,11
375,6,6.02345,25,625,42,11
375,7,6.10702,26,676,36,11
376,1,6.49224,27,729,47,12
376,2,6.55108,28,784,48,12
376,3,6.60665,29,841,48,12
376,4,6.68461,30,900,48,12
376,5,6.74524,31,961,47,12
376,6,6.80239,32,1024,49,12
376,7,6.85646,33,1089,47,12
377,1,6.82979,21,441,50,12
377,2,6.90575,22,484,50,12
377,3,6.90776,23,529,49,12
377,4,7.04752,24,576,50,12
377,5,7.20786,25,625,52,12
377,6,6.94986,26,676,50,12
377,7,7.40853,27,729,50,12
378,1,6.49224,3,9,50,15
378,2,6.65929,4,16,49,15
378,3,6.65673,5,25,52,15
378,4,6.80239,6,36,50,15
378,5,7.08171,7,49,50,15
378,6,7.15929,8,64,50,15
378,7,7.2724,9,81,48,15
379,1,6.49224,22,484,49,7
379,2,6.54391,23,529,48,7
379,3,6.50728,24,576,49,7
379,4,6.71538,25,625,50,7
379,5,6.73934,26,676,49,7
379,6,6.89264,27,729,50,7
379,7,6.95177,28,784,49,7
380,1,6.36303,30,900,52,10
380,2,6.40523,31,961,50,10
380,3,6.41346,32,1024,50,10
380,4,6.42162,33,1089,50,10
380,5,6.43775,34,1156,49,10
380,6,6.62007,35,1225,48,10
380,7,6.68461,36,1296,48,10
381,1,6.37161,26,676,48,11
381,2,6.41673,27,729,48,11
381,3,6.39693,28,784,48,11
381,4,6.55108,29,841,45,11
381,5,6.90776,30,900,47,11
381,6,6.80239,31,961,48,11
381,7,6.90776,32,1024,47,11
382,1,6.43775,20,400,49,12
382,2,6.43775,21,441,49,12
382,3,6.33683,22,484,49,12
382,4,6.37673,23,529,49,12
382,5,6.39359,24,576,50,12
382,6,6.71538,25,625,50,12
382,7,6.54391,26,676,51,12
383,1,6.80239,29,841,43,12
383,2,6.90575,30,900,42,12
383,3,6.96602,31,961,46,12
383,4,6.95655,32,1024,45,12
383,5,7.09008,33,1089,46,12
383,6,7.1309,34,1156,41,12
383,7,6.9613,35,1225,43,12
384,1,5.78383,27,729,51,12
384,2,6.12249,28,784,49,12
384,3,6.10925,29,841,50,12
384,4,6.10925,30,900,50,12
384,5,6.16331,31,961,45,12
384,6,6.19236,32,1024,50,12
384,7,6.49677,33,1089,49,12
385,1,6.60665,10,100,47,12
385,2,6.7334,11,121,52,12
385,3,6.79122,12,144,50,12
385,4,6.84588,13,169,49,12
385,5,6.95559,14,196,51,12
385,6,7.12287,15,225,50,12
385,7,7.16549,16,256,50,12
386,1,6.90575,17,289,49,14
386,2,6.90575,18,324,49,14
386,3,7.26193,19,361,49,14
386,4,7.27932,20,400,49,14
386,5,7.39326,21,441,50,14
386,6,7.35947,22,484,49,14
386,7,7.86327,23,529,49,14
387,1,6.56526,6,36,46,17
387,2,6.55108,7,49,49,17
387,3,6.63332,8,64,52,17
387,4,6.61607,9,81,49,17
387,5,6.80461,10,100,49,17
387,6,6.90776,11,121,50,17
387,7,7.18539,12,144,51,17
388,1,6.80239,34,1156,44,14
388,2,6.90575,35,1225,45,14
388,3,7.09008,36,1296,44,14
388,4,7.1309,37,1369,46,14
388,5,7.24423,38,1444,45,14
388,6,7.31322,39,1521,43,14
388,7,7.31322,40,1600,43,14
389,1,6.90575,21,441,39,14
389,2,6.90575,22,484,52,14
389,3,7.11151,23,529,52,14
389,4,7.2717,24,576,48,14
389,5,7.33889,25,625,52,14
389,6,7.34601,26,676,50,14
389,7,7.59287,27,729,50,14
390,1,6.74759,30,900,48,11
390,2,6.84268,31,961,47,11
390,3,6.93731,32,1024,46,11
390,4,7.03878,33,1089,47,11
390,5,7.1309,34,1156,47,11
390,6,7.22621,35,1225,47,11
390,7,7.32317,36,1296,46,11
391,1,6.29527,35,1225,52,9
391,2,6.45047,36,1296,51,9
391,3,6.39192,37,1369,51,9
391,4,6.57786,38,1444,48,9
391,5,6.56103,39,1521,48,9
391,6,6.59715,40,1600,48,9
391,7,6.65673,41,1681,47,9
392,1,6.35957,17,289,48,16
392,2,6.39693,18,324,50,16
392,3,6.47697,19,361,50,16
392,4,6.08677,20,400,49,16
392,5,6.65929,21,441,45,16
392,6,6.79122,22,484,51,16
392,7,6.84055,23,529,25,16
393,1,6.44413,15,225,48,12
393,2,6.56808,16,256,44,12
393,3,6.63463,17,289,48,12
393,4,6.7334,18,324,46,12
393,5,6.83411,19,361,48,12
393,6,6.93537,20,400,48,12
393,7,7.01661,21,441,46,12
394,1,6.21461,3,9,49,12
394,2,6.21461,4,16,50,12
394,3,6.41346,5,25,50,12
394,4,6.50728,6,36,50,12
394,5,6.69703,7,49,50,12
394,6,6.69703,8,64,50,12
394,7,6.77422,9,81,50,12
395,1,6.05912,32,1024,48,7
395,2,6.11147,33,1089,49,7
395,3,6.27288,34,1156,31,7
395,4,6.31173,35,1225,48,7
395,5,6.41836,36,1296,44,7
395,6,6.57925,37,1369,45,7
395,7,6.66058,38,1444,50,7
396,1,6.05209,10,100,45,12
396,2,6.10925,11,121,47,12
396,3,6.21461,12,144,48,12
396,4,6.30992,13,169,49,12
396,5,6.55108,14,196,45,12
396,6,6.55108,15,225,50,12
396,7,6.62007,16,256,52,12
397,1,6.77992,3,9,49,17
397,2,6.86693,4,16,51,17
397,3,6.8977,5,25,50,17
397,4,6.96885,6,36,50,17
397,5,7.05876,7,49,50,17
397,6,7.1309,8,64,51,17
397,7,6.98472,9,81,49,17
398,1,6.53669,13,169,49,16
398,2,6.65929,14,196,48,16
398,3,6.79122,15,225,49,16
398,4,6.88755,16,256,46,16
398,5,6.98472,17,289,47,16
398,6,7.09008,18,324,48,16
398,7,7.24423,19,361,47,16
399,1,6.38012,31,961,42,6
399,2,6.46147,32,1024,48,6
399,3,6.54822,33,1089,48,6
399,4,6.6733,34,1156,47,6
399,5,6.77194,35,1225,47,6
399,6,6.89467,36,1296,39,6
399,7,6.95655,37,1369,47,6
400,1,6.50877,13,169,28,10
400,2,6.60259,14,196,50,10
400,3,6.69332,15,225,48,10
400,4,6.75344,16,256,49,10
400,5,6.80128,17,289,46,10
400,6,6.95559,18,324,33,10
400,7,7.03351,19,361,51,10
401,1,6.58617,7,49,49,12
401,2,6.68586,8,64,42,12
401,3,6.78559,9,81,28,12
401,4,6.7334,10,100,38,12
401,5,7.6009,11,121,48,12
401,6,7.18311,12,144,39,12
401,7,7.49554,13,169,44,12
402,1,6.90575,16,256,50,16
402,2,6.90575,17,289,48,16
402,3,6.90776,18,324,51,16
402,4,7.1309,19,361,50,16
402,5,7.20786,20,400,49,16
402,6,7.44659,21,441,52,16
402,7,7.46737,22,484,51,16
403,1,6.90575,21,441,50,12
403,2,6.90575,22,484,50,12
403,3,7.16627,23,529,50,12
403,4,7.1309,24,576,50,12
403,5,7.37776,25,625,50,12
403,6,7.40853,26,676,50,12
403,7,7.47591,27,729,50,12
404,1,6.55108,15,225,50,12
404,2,6.68461,16,256,50,12
404,3,6.80239,17,289,46,12
404,4,6.82437,18,324,41,12
404,5,6.93245,19,361,49,12
404,6,7.00307,20,400,49,12
404,7,7.05186,21,441,49,12
405,1,6.90575,5,25,48,16
405,2,6.90575,6,36,49,16
405,3,7.1309,7,49,49,16
405,4,7.24423,8,64,48,16
405,5,7.46737,9,81,48,16
405,6,7.45008,10,100,47,16
405,7,7.64969,11,121,47,16
406,1,6.39693,3,9,48,13
406,2,6.48004,4,16,43,13
406,3,6.54965,5,25,48,13
406,4,6.65415,6,36,47,13
406,5,6.68461,7,49,44,13
406,6,6.82979,8,64,46,13
406,7,6.97541,9,81,48,13
407,1,6.80239,25,625,52,17
407,2,6.90575,26,676,44,17
407,3,7.09506,27,729,46,17
407,4,7.18007,28,784,46,17
407,5,7.27932,29,841,45,17
407,6,7.34601,30,900,46,17
407,7,7.46737,31,961,47,17
408,1,6.12249,4,16,42,16
408,2,6.14847,5,25,50,16
408,3,6.20658,6,36,37,16
408,4,6.30992,7,49,38,16
408,5,6.58341,8,64,38,16
408,6,6.58617,9,81,42,16
408,7,6.62672,10,100,40,16
409,1,6.38856,40,1600,50,10
409,2,6.43775,41,1681,50,10
409,3,6.47697,42,1764,49,10
409,4,6.56386,43,1849,50,10
409,5,6.44572,44,1936,52,10
409,6,6.88244,45,2025,50,10
409,7,6.96602,46,2116,51,10
410,1,5.59842,20,400,22,12
410,2,5.70378,21,441,44,12
410,3,5.82895,22,484,52,12
410,4,6.05209,23,529,52,12
410,5,6.10925,24,576,50,12
410,6,6.16331,25,625,44,12
410,7,6.39693,26,676,48,12
411,1,6.02102,5,25,51,16
411,2,6.17379,6,36,47,16
411,3,6.30992,7,49,46,16
411,4,6.57925,8,64,49,16
411,5,6.65673,9,81,48,16
411,6,6.65028,10,100,48,16
411,7,6.9256,11,121,47,16
412,1,6.37161,1,1,50,16
412,2,6.72143,2,4,49,16
412,3,6.75344,3,9,49,16
412,4,7.24423,4,16,48,16
412,5,7.24423,5,25,43,16
412,6,7.1107,6,36,50,16
412,7,7.31322,7,49,47,16
413,1,6.55108,9,81,47,16
413,2,6.78672,10,100,38,16
413,3,6.88038,11,121,48,16
413,4,6.96885,12,144,48,16
413,5,7.03703,13,169,48,16
413,6,7.00125,14,196,48,16
413,7,7.27932,15,225,49,16
414,1,6.47697,37,1369,47,12
414,2,6.56526,38,1444,47,12
414,3,6.55108,39,1521,47,12
414,4,6.55108,40,1600,52,12
414,5,6.74524,41,1681,47,12
414,6,6.86171,42,1764,47,12
414,7,7.00307,43,1849,47,12
415,1,6.05912,21,441,32,9
415,2,6.03548,22,484,47,9
415,3,6.07993,23,529,50,9
415,4,6.16121,24,576,48,9
415,5,6.31897,25,625,48,9
415,6,6.27099,26,676,41,9
415,7,6.44413,27,729,45,9
416,1,6.46459,31,961,46,11
416,2,6.53233,32,1024,43,11
416,3,6.608,33,1089,46,11
416,4,6.60394,34,1156,46,11
416,5,6.80239,35,1225,46,11
416,6,6.90675,36,1296,46,11
416,7,7.0184,37,1369,46,11
417,1,5.61677,5,25,47,12
417,2,6.00141,6,36,51,12
417,3,6.12687,7,49,38,12
417,4,6.1203,8,64,38,12
417,5,6.23048,9,81,45,12
417,6,6.30079,10,100,48,12
417,7,6.36647,11,121,43,12
418,1,6.49224,28,784,47,12
418,2,6.62936,29,841,47,12
418,3,6.66185,30,900,47,12
418,4,6.65929,31,961,46,12
418,5,6.75693,32,1024,46,12
418,6,6.82437,33,1089,45,12
418,7,6.90776,34,1156,46,12
419,1,6.55108,7,49,27,17
419,2,6.63332,8,64,52,17
419,3,6.70319,9,81,50,17
419,4,6.79122,10,100,52,17
419,5,6.85646,11,121,50,17
419,6,7.06902,12,144,50,17
419,7,7.37776,13,169,50,17
420,1,6.39693,8,64,50,14
420,2,6.39693,9,81,50,14
420,3,6.47697,10,100,50,14
420,4,6.62007,11,121,47,14
420,5,6.74524,12,144,50,14
420,6,6.7901,13,169,49,14
420,7,6.88551,14,196,49,14
421,1,5.96615,14,196,36,16
421,2,6.10925,15,225,39,16
421,3,6.30992,16,256,36,16
421,4,6.39693,17,289,38,16
421,5,6.46925,18,324,36,16
421,6,6.51471,19,361,37,16
421,7,6.62007,20,400,38,16
422,1,6.2106,10,100,49,12
422,2,6.29157,11,121,48,12
422,3,6.41017,12,144,49,12
422,4,6.47697,13,169,49,12
422,5,6.57088,14,196,49,12
422,6,6.67708,15,225,47,12
422,7,6.77194,16,256,44,12
423,1,6.64639,15,225,50,10
423,2,6.69084,16,256,48,10
423,3,6.69084,17,289,42,10
423,4,6.86693,18,324,40,10
423,5,6.30992,19,361,48,10
423,6,6.81892,20,400,36,10
423,7,7.02909,21,441,50,10
424,1,6.82979,3,9,37,17
424,2,6.85646,4,16,36,17
424,3,6.90776,5,25,38,17
424,4,6.95655,6,36,42,17
424,5,7.00307,7,49,46,17
424,6,7.09008,8,64,45,17
424,7,7.18917,9,81,38,17
425,1,6.05209,3,9,50,13
425,2,6.62007,4,16,48,13
425,3,6.76849,5,25,49,13
425,4,6.77422,6,36,48,13
425,5,6.88244,7,49,48,13
425,6,6.97073,8,64,48,13
425,7,7.06902,9,81,48,13
426,1,6.4677,4,16,49,12
426,2,6.55108,5,25,52,12
426,3,6.55108,6,36,50,12
426,4,6.65929,7,49,48,12
426,5,6.68461,8,64,46,12
426,6,6.74524,9,81,47,12
426,7,6.86693,10,100,47,12
427,1,6.90575,27,729,46,17
427,2,6.90575,28,784,45,17
427,3,7.31255,29,841,50,17
427,4,7.31322,30,900,46,17
427,5,7.40853,31,961,50,17
427,6,7.39879,32,1024,51,17
427,7,7.6256,33,1089,48,17
428,1,6.10925,30,900,37,17
428,2,6.19236,31,961,48,17
428,3,6.25383,32,1024,36,17
428,4,6.25383,33,1089,37,17
428,5,6.42972,34,1156,36,17
428,6,6.47697,35,1225,37,17
428,7,6.55108,36,1296,36,17
429,1,6.28227,12,144,29,12
429,2,6.54391,13,169,44,12
429,3,6.4892,14,196,39,12
429,4,6.58203,15,225,48,12
429,5,6.80239,16,256,45,12
429,6,6.88755,17,289,28,12
429,7,6.82979,18,324,47,12
430,1,5.4161,10,100,49,4
430,2,5.52146,11,121,40,4
430,3,5.61677,12,144,39,4
430,4,5.94017,13,169,47,4
430,5,6.06843,14,196,51,4
430,6,6.17794,15,225,49,4
430,7,6.2653,16,256,48,4
431,1,5.68017,8,64,51,12
431,2,5.81413,9,81,52,12
431,3,5.72359,10,100,52,12
431,4,6.21261,11,121,41,12
431,5,6.37843,12,144,51,12
431,6,6.4599,13,169,50,12
431,7,6.56386,14,196,48,12
432,1,6.90575,27,729,50,12
432,2,6.90575,28,784,49,12
432,3,7.03878,29,841,52,12
432,4,7.10661,30,900,50,12
432,5,7.21891,31,961,50,12
432,6,7.27932,32,1024,50,12
432,7,7.31986,33,1089,50,12
433,1,6.42162,24,576,49,14
433,2,6.42162,25,625,49,14
433,3,6.46614,26,676,49,14
433,4,6.84588,27,729,49,14
433,5,6.62007,28,784,49,14
433,6,6.62007,29,841,49,14
433,7,6.80239,30,900,49,14
434,1,6.54103,6,36,12,12
434,2,6.57925,7,49,30,12
434,3,6.64118,8,64,25,12
434,4,6.74052,9,81,52,12
434,5,6.85224,10,100,50,12
434,6,6.95655,11,121,46,12
434,7,7.06987,12,144,46,12
435,1,6.61338,13,169,47,9
435,2,6.6796,14,196,41,9
435,3,6.71538,15,225,39,9
435,4,6.86693,16,256,46,9
435,5,6.93245,17,289,50,9
435,6,7.00307,18,324,48,9
435,7,7.09008,19,361,45,9
436,1,6.47697,8,64,52,12
436,2,6.47697,9,81,52,12
436,3,6.55108,10,100,48,12
436,4,6.53233,11,121,49,12
436,5,6.62007,12,144,50,12
436,6,6.66823,13,169,52,12
436,7,6.17587,14,196,52,12
437,1,6.10032,14,196,50,12
437,2,6.22654,15,225,49,12
437,3,6.30445,16,256,50,12
437,4,6.34914,17,289,50,12
437,5,6.39359,18,324,50,12
437,6,6.39192,19,361,24,12
437,7,6.54822,20,400,27,12
438,1,6.24417,25,625,49,10
438,2,6.34564,26,676,42,10
438,3,6.42162,27,729,48,10
438,4,6.51471,28,784,49,10
438,5,6.58617,29,841,49,10
438,6,6.68461,30,900,49,10
438,7,6.7511,31,961,41,10
439,1,6.35437,12,144,50,12
439,2,6.45362,13,169,46,12
439,3,6.82111,14,196,45,12
439,4,6.94698,15,225,50,12
439,5,7.07242,16,256,47,12
439,6,7.07242,17,289,45,12
439,7,7.27932,18,324,49,12
440,1,6.10925,9,81,50,14
440,2,6.13773,10,100,51,14
440,3,6.05209,11,121,51,14
440,4,6.16331,12,144,51,14
440,5,6.30992,13,169,50,14
440,6,6.30992,14,196,50,14
440,7,6.47697,15,225,50,14
441,1,6.21461,28,784,40,12
441,2,6.21461,29,841,51,12
441,3,6.21461,30,900,51,12
441,4,6.30992,31,961,51,12
441,5,6.47697,32,1024,51,12
441,6,6.62007,33,1089,51,12
441,7,6.66823,34,1156,51,12
442,1,5.95324,40,1600,50,12
442,2,6.14633,41,1681,51,12
442,3,6.24998,42,1764,50,12
442,4,6.30992,43,1849,49,12
442,5,6.47697,44,1936,48,12
442,6,6.43775,45,2025,45,12
442,7,6.64639,46,2116,48,12
443,1,5.93225,19,361,49,12
443,2,6.06843,20,400,49,12
443,3,6.23245,21,441,50,12
443,4,6.29527,22,484,50,12
443,5,6.2804,23,529,50,12
443,6,6.35611,24,576,49,12
443,7,6.3081,25,625,49,12
444,1,6.68586,4,16,40,9
444,2,6.68461,5,25,44,9
444,3,6.74524,6,36,43,9
444,4,6.95655,7,49,43,9
444,5,6.90776,8,64,48,9
444,6,6.95655,9,81,50,9
444,7,7.09008,10,100,43,9
445,1,6.79122,16,256,41,17
445,2,6.90575,17,289,40,17
445,3,7.00307,18,324,39,17
445,4,7.09008,19,361,39,17
445,5,7.17012,20,400,39,17
445,6,7.20042,21,441,38,17
445,7,7.31322,22,484,37,17
446,1,5.8999,3,9,48,16
446,2,5.99146,4,16,49,16
446,3,6.10256,5,25,49,16
446,4,5.8944,6,36,47,16
446,5,6.44731,7,49,40,16
446,6,6.33683,8,64,41,16
446,7,6.47697,9,81,42,16
447,1,5.70378,22,484,47,8
447,2,5.78383,23,529,52,8
447,3,5.99146,24,576,52,8
447,4,5.99146,25,625,52,8
447,5,6.08677,26,676,52,8
447,6,6.16331,27,729,52,8
447,7,6.16331,28,784,52,8
448,1,6.52209,34,1156,50,10
448,2,6.57925,35,1225,51,10
448,3,6.7093,36,1296,48,10
448,4,6.7334,37,1369,51,10
448,5,6.88755,38,1444,51,10
448,6,6.95655,39,1521,48,10
448,7,7.04752,40,1600,43,10
449,1,5.96615,8,64,50,12
449,2,6.08677,9,81,52,12
449,3,6.16331,10,100,50,12
449,4,6.85646,11,121,44,12
449,5,6.57647,12,144,49,12
449,6,7.10988,13,169,50,12
449,7,7.09008,14,196,43,12
450,1,6.48158,7,49,50,11
450,2,6.58617,8,64,48,11
450,3,6.66058,9,81,44,11
450,4,6.76964,10,100,50,11
450,5,6.88755,11,121,50,11
450,6,6.97354,12,144,48,11
450,7,7.08339,13,169,49,11
451,1,6.34212,11,121,50,11
451,2,6.5582,12,144,50,11
451,3,6.66568,13,169,50,11
451,4,6.7546,14,196,50,11
451,5,6.83303,15,225,50,11
451,6,6.93537,16,256,48,11
451,7,7.0076,17,289,37,11
452,1,5.94017,9,81,34,12
452,2,5.8861,10,100,48,12
452,3,6.06379,11,121,47,12
452,4,5.90808,12,144,45,12
452,5,6.24804,13,169,49,12
452,6,6.50279,14,196,48,12
452,7,6.4677,15,225,45,12
453,1,6.80239,34,1156,45,12
453,2,6.83411,35,1225,48,12
453,3,6.89366,36,1296,47,12
453,4,6.89366,37,1369,46,12
453,5,7.01392,38,1444,49,12
453,6,7.17012,39,1521,48,12
453,7,7.2998,40,1600,46,12
454,1,6.52356,8,64,48,12
454,2,6.55393,9,81,52,12
454,3,6.55393,10,100,51,12
454,4,6.78333,11,121,49,12
454,5,7.04752,12,144,50,12
454,6,7.02554,13,169,49,12
454,7,7.20786,14,196,49,12
455,1,6.10925,24,576,49,8
455,2,6.20456,25,625,49,8
455,3,6.19441,26,676,49,8
455,4,6.28227,27,729,50,8
455,5,6.35437,28,784,49,8
455,6,6.49979,29,841,49,8
455,7,6.5582,30,900,51,8
456,1,6.51471,23,529,49,11
456,2,6.59578,24,576,48,11
456,3,6.66568,25,625,46,11
456,4,6.59987,26,676,48,11
456,5,6.88755,27,729,48,11
456,6,6.95273,28,784,48,11
456,7,6.95655,29,841,49,11
457,1,5.93754,34,1156,52,10
457,2,6.0845,35,1225,50,10
457,3,6.06146,36,1296,50,10
457,4,6.21461,37,1369,51,10
457,5,6.21461,38,1444,50,10
457,6,6.30262,39,1521,50,10
457,7,6.39693,40,1600,50,10
458,1,6.51471,12,144,41,17
458,2,6.61338,13,169,41,17
458,3,6.71538,14,196,43,17
458,4,6.81892,15,225,41,17
458,5,6.95655,16,256,42,17
458,6,7.04752,17,289,40,17
458,7,6.85435,18,324,51,17
459,1,6.31716,21,441,47,14
459,2,6.6958,22,484,47,14
459,3,6.81564,23,529,47,14
459,4,6.87213,24,576,46,14
459,5,7.10661,25,625,47,14
459,6,7.09672,26,676,47,14
459,7,7.20042,27,729,46,14
460,1,6.49979,7,49,47,12
460,2,6.72743,8,64,41,12
460,3,6.71538,9,81,44,12
460,4,6.77878,10,100,50,12
460,5,6.91274,11,121,44,12
460,6,6.93245,12,144,43,12
460,7,7.40853,13,169,43,12
461,1,6.32794,29,841,50,12
461,2,6.44572,30,900,49,12
461,3,6.45362,31,961,49,12
461,4,6.50728,32,1024,49,12
461,5,6.69703,33,1089,49,12
461,6,6.81344,34,1156,49,12
461,7,6.85646,35,1225,49,12
462,1,6.16331,36,1296,39,6
462,2,6.39693,37,1369,44,6
462,3,5.95584,38,1444,25,6
462,4,6.07535,39,1521,51,6
462,5,6.2634,40,1600,50,6
462,6,6.33683,41,1681,49,6
462,7,6.42162,42,1764,37,6
463,1,6.67834,13,169,48,17
463,2,6.68461,14,196,50,17
463,3,6.85646,15,225,48,17
463,4,6.85646,16,256,48,17
463,5,6.90776,17,289,47,17
463,6,7.04752,18,324,47,17
463,7,7.27932,19,361,45,17
464,1,5.92693,40,1600,49,12
464,2,5.99146,41,1681,52,12
464,3,5.85793,42,1764,49,12
464,4,6.07993,43,1849,50,12
464,5,6.21461,44,1936,50,12
464,6,6.43775,45,2025,49,12
